sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
373	obj_rel_across_anim	373	187	expected	placeholder	les clients que les cadres aiment sont petits	6
374	obj_rel_across_anim	374	187	unexpected	placeholder	les clients que les cadres aiment est petit	6
591	obj_rel_across_anim	591	296	expected	placeholder	les agriculteurs que les chauffeurs de taxi aiment parlent	8
592	obj_rel_across_anim	592	296	unexpected	placeholder	les agriculteurs que les chauffeurs de taxi aiment parle	8
603	obj_rel_across_anim	603	302	expected	placeholder	les chirurgiens que les chauffeurs de taxi aiment déménagent	8
604	obj_rel_across_anim	604	302	unexpected	placeholder	les chirurgiens que les chauffeurs de taxi aiment déménage	8
1297	obj_rel_across_anim	1297	649	expected	placeholder	les agriculteurs que les parents aiment sont petits	6
1298	obj_rel_across_anim	1298	649	unexpected	placeholder	les agriculteurs que les parents aiment est petit	6
2445	obj_rel_across_anim	2445	1223	expected	placeholder	les sénateurs que les chefs détestent sont petits	6
2446	obj_rel_across_anim	2446	1223	unexpected	placeholder	les sénateurs que les chefs détestent est petit	6
4133	obj_rel_across_anim	4133	2067	expected	placeholder	les professeurs que les parents admirent parlent	6
4134	obj_rel_across_anim	4134	2067	unexpected	placeholder	les professeurs que les parents admirent parle	6
5011	obj_rel_across_anim	5011	2506	expected	placeholder	les officiers que les danseurs évitent sont grands	6
5012	obj_rel_across_anim	5012	2506	unexpected	placeholder	les officiers que les danseurs évitent est grand	6
5743	obj_rel_across_anim	5743	2872	expected	placeholder	les auteurs que le ministre aime parlent	6
5744	obj_rel_across_anim	5744	2872	unexpected	placeholder	les auteurs que le ministre aime parle	6
6605	obj_rel_across_anim	6605	3303	expected	placeholder	les directeurs que le chef aime sont jeunes	6
6606	obj_rel_across_anim	6606	3303	unexpected	placeholder	les directeurs que le chef aime est jeune	6
7553	obj_rel_across_anim	7553	3777	expected	placeholder	les consultants que l adjoint déteste sont vieux	6
7554	obj_rel_across_anim	7554	3777	unexpected	placeholder	les consultants que l adjoint déteste est vieux	6
7719	obj_rel_across_anim	7719	3860	expected	placeholder	les directeurs que le danseur déteste retournent	6
7720	obj_rel_across_anim	7720	3860	unexpected	placeholder	les directeurs que le danseur déteste retourne	6
8657	obj_rel_across_anim	8657	4329	expected	placeholder	les pilotes que le ministre admire retournent	6
8658	obj_rel_across_anim	8658	4329	unexpected	placeholder	les pilotes que le ministre admire retourne	6
8847	obj_rel_across_anim	8847	4424	expected	placeholder	les directeurs que l adjoint admire sont grands	6
8848	obj_rel_across_anim	8848	4424	unexpected	placeholder	les directeurs que l adjoint admire est grand	6
8951	obj_rel_across_anim	8951	4476	expected	placeholder	les consultants que l adjoint admire retournent	6
8952	obj_rel_across_anim	8952	4476	unexpected	placeholder	les consultants que l adjoint admire retourne	6
9387	obj_rel_across_anim	9387	4694	expected	placeholder	les auteurs que le chef admire sont vieux	6
9388	obj_rel_across_anim	9388	4694	unexpected	placeholder	les auteurs que le chef admire est vieux	6
10197	obj_rel_across_anim	10197	5099	expected	placeholder	les pilotes que le cadre évite retournent	6
10198	obj_rel_across_anim	10198	5099	unexpected	placeholder	les pilotes que le cadre évite retourne	6
10369	obj_rel_across_anim	10369	5185	expected	placeholder	les auteurs que le chauffeur de taxi évite sont petits	8
10370	obj_rel_across_anim	10370	5185	unexpected	placeholder	les auteurs que le chauffeur de taxi évite est petit	8
10595	obj_rel_across_anim	10595	5298	expected	placeholder	les clients que le danseur évite sont jeunes	6
10596	obj_rel_across_anim	10596	5298	unexpected	placeholder	les clients que le danseur évite est jeune	6
10879	obj_rel_across_anim	10879	5440	expected	placeholder	les officiers que le chef évite déménagent	6
10880	obj_rel_across_anim	10880	5440	unexpected	placeholder	les officiers que le chef évite déménage	6
11435	obj_rel_across_anim	11435	5718	expected	placeholder	le client que les ministres aiment est jeune	6
11436	obj_rel_across_anim	11436	5718	unexpected	placeholder	le client que les ministres aiment sont jeunes	6
11659	obj_rel_across_anim	11659	5830	expected	placeholder	l agriculteur que les adjoints aiment est jeune	6
11660	obj_rel_across_anim	11660	5830	unexpected	placeholder	l agriculteur que les adjoints aiment sont jeunes	6
12327	obj_rel_across_anim	12327	6164	expected	placeholder	l auteur que les patineurs aiment est vieux	6
12328	obj_rel_across_anim	12328	6164	unexpected	placeholder	l auteur que les patineurs aiment sont vieux	6
12463	obj_rel_across_anim	12463	6232	expected	placeholder	l auteur que les parents aiment parle	6
12464	obj_rel_across_anim	12464	6232	unexpected	placeholder	l auteur que les parents aiment parlent	6
13143	obj_rel_across_anim	13143	6572	expected	placeholder	le pilote que les adjoints détestent est jeune	6
13144	obj_rel_across_anim	13144	6572	unexpected	placeholder	le pilote que les adjoints détestent sont jeunes	6
13485	obj_rel_across_anim	13485	6743	expected	placeholder	le chirurgien que les architectes détestent parle	6
13486	obj_rel_across_anim	13486	6743	unexpected	placeholder	le chirurgien que les architectes détestent parlent	6
13491	obj_rel_across_anim	13491	6746	expected	placeholder	le chirurgien que les architectes détestent est petit	6
13492	obj_rel_across_anim	13492	6746	unexpected	placeholder	le chirurgien que les architectes détestent sont petits	6
15481	obj_rel_across_anim	15481	7741	expected	placeholder	le professeur que les gardes évitent est jeune	6
15482	obj_rel_across_anim	15482	7741	unexpected	placeholder	le professeur que les gardes évitent sont jeunes	6
16365	obj_rel_across_anim	16365	8183	expected	placeholder	le pilote que les architectes évitent est grand	6
16366	obj_rel_across_anim	16366	8183	unexpected	placeholder	le pilote que les architectes évitent sont grands	6
17015	obj_rel_across_anim	17015	8508	expected	placeholder	le professeur que le ministre aime retourne	6
17016	obj_rel_across_anim	17016	8508	unexpected	placeholder	le professeur que le ministre aime retournent	6
17111	obj_rel_across_anim	17111	8556	expected	placeholder	l agriculteur que le cadre aime parle	6
17112	obj_rel_across_anim	17112	8556	unexpected	placeholder	l agriculteur que le cadre aime parlent	6
18549	obj_rel_across_anim	18549	9275	expected	placeholder	le sénateur que le cadre déteste est grand	6
18550	obj_rel_across_anim	18550	9275	unexpected	placeholder	le sénateur que le cadre déteste sont grands	6
19599	obj_rel_across_anim	19599	9800	expected	placeholder	le consultant que le parent déteste est grand	6
19600	obj_rel_across_anim	19600	9800	unexpected	placeholder	le consultant que le parent déteste sont grands	6
20141	obj_rel_across_anim	20141	10071	expected	placeholder	le pilote que l adjoint admire est petit	6
20142	obj_rel_across_anim	20142	10071	unexpected	placeholder	le pilote que l adjoint admire sont petits	6
21175	obj_rel_across_anim	21175	10588	expected	placeholder	l agriculteur que le ministre évite est vieux	6
21176	obj_rel_across_anim	21176	10588	unexpected	placeholder	l agriculteur que le ministre évite sont vieux	6
23099	prep_anim	23099	11550	expected	placeholder	les consultants devant les cadres retournent	5
23100	prep_anim	23100	11550	unexpected	placeholder	les consultants devant les cadres retourne	5
23103	prep_anim	23103	11552	expected	placeholder	les auteurs derrière les cadres sont jeunes	5
23104	prep_anim	23104	11552	unexpected	placeholder	les auteurs derrière les cadres est jeune	5
24723	prep_anim	24723	12362	expected	placeholder	les professeurs devant les patineurs retournent	5
24724	prep_anim	24724	12362	unexpected	placeholder	les professeurs devant les patineurs retourne	5
26201	prep_anim	26201	13101	expected	placeholder	les directeurs derrière l adjoint sont grands	5
26202	prep_anim	26202	13101	unexpected	placeholder	les directeurs derrière l adjoint est grand	5
27381	prep_anim	27381	13691	expected	placeholder	les professeurs derrière le chef parlent	5
27382	prep_anim	27382	13691	unexpected	placeholder	les professeurs derrière le chef parle	5
27829	prep_anim	27829	13915	expected	placeholder	les officiers devant le parent parlent	5
27830	prep_anim	27830	13915	unexpected	placeholder	les officiers devant le parent parle	5
29509	prep_anim	29509	14755	expected	placeholder	les officiers à côté des adjoints parlent	6
29510	prep_anim	29510	14755	unexpected	placeholder	les officiers à côté des adjoints parle	6
30039	prep_anim	30039	15020	expected	placeholder	les professeurs en face des chauffeurs de taxi déménagent	8
30040	prep_anim	30040	15020	unexpected	placeholder	les professeurs en face des chauffeurs de taxi déménage	8
30435	prep_anim	30435	15218	expected	placeholder	les chirurgiens en face des danseurs retournent	6
30436	prep_anim	30436	15218	unexpected	placeholder	les chirurgiens en face des danseurs retourne	6
31477	prep_anim	31477	15739	expected	placeholder	les pilotes près des patineurs sont petits	5
31478	prep_anim	31478	15739	unexpected	placeholder	les pilotes près des patineurs est petit	5
31933	prep_anim	31933	15967	expected	placeholder	les auteurs à côté des parents retournent	6
31934	prep_anim	31934	15967	unexpected	placeholder	les auteurs à côté des parents retourne	6
32065	prep_anim	32065	16033	expected	placeholder	les auteurs en face des parents sont petits	6
32066	prep_anim	32066	16033	unexpected	placeholder	les auteurs en face des parents est petit	6
33865	prep_anim	33865	16933	expected	placeholder	les pilotes en face de l adjoint retournent	7
33866	prep_anim	33866	16933	unexpected	placeholder	les pilotes en face de l adjoint retourne	7
34135	prep_anim	34135	17068	expected	placeholder	les pilotes à côté du chauffeur de taxi sont jeunes	8
34136	prep_anim	34136	17068	unexpected	placeholder	les pilotes à côté du chauffeur de taxi est jeune	8
34533	prep_anim	34533	17267	expected	placeholder	les clients à côté du danseur déménagent	6
34534	prep_anim	34534	17267	unexpected	placeholder	les clients à côté du danseur déménage	6
34749	prep_anim	34749	17375	expected	placeholder	les agriculteurs près de l architecte sont vieux	6
34750	prep_anim	34750	17375	unexpected	placeholder	les agriculteurs près de l architecte est vieux	6
34793	prep_anim	34793	17397	expected	placeholder	les professeurs près de l architecte sont jeunes	6
34794	prep_anim	34794	17397	unexpected	placeholder	les professeurs près de l architecte est jeune	6
35439	prep_anim	35439	17720	expected	placeholder	les directeurs en face du chef sont petits	6
35440	prep_anim	35440	17720	unexpected	placeholder	les directeurs en face du chef est petit	6
35921	prep_anim	35921	17961	expected	placeholder	les professeurs en face du patineur parlent	6
35922	prep_anim	35922	17961	unexpected	placeholder	les professeurs en face du patineur parle	6
36197	prep_anim	36197	18099	expected	placeholder	les professeurs à côté du parent sont grands	6
36198	prep_anim	36198	18099	unexpected	placeholder	les professeurs à côté du parent est grand	6
37497	prep_anim	37497	18749	expected	placeholder	le pilote derrière les adjoints est petit	5
37498	prep_anim	37498	18749	unexpected	placeholder	le pilote derrière les adjoints sont petits	5
37635	prep_anim	37635	18818	expected	placeholder	le pilote devant les chauffeurs de taxi est jeune	7
37636	prep_anim	37636	18818	unexpected	placeholder	le pilote devant les chauffeurs de taxi sont jeunes	7
38435	prep_anim	38435	19218	expected	placeholder	le professeur devant les chefs est petit	5
38436	prep_anim	38436	19218	unexpected	placeholder	le professeur devant les chefs sont petits	5
38965	prep_anim	38965	19483	expected	placeholder	le chirurgien devant les parents est jeune	5
38966	prep_anim	38966	19483	unexpected	placeholder	le chirurgien devant les parents sont jeunes	5
39137	prep_anim	39137	19569	expected	placeholder	le professeur derrière les parents est grand	5
39138	prep_anim	39138	19569	unexpected	placeholder	le professeur derrière les parents sont grands	5
42273	prep_anim	42273	21137	expected	placeholder	le consultant à côté des gardes est grand	6
42274	prep_anim	42274	21137	unexpected	placeholder	le consultant à côté des gardes sont grands	6
42837	prep_anim	42837	21419	expected	placeholder	le consultant en face des ministres parle	6
42838	prep_anim	42838	21419	unexpected	placeholder	le consultant en face des ministres parlent	6
45007	prep_anim	45007	22504	expected	placeholder	le sénateur près des chefs parle	5
45008	prep_anim	45008	22504	unexpected	placeholder	le sénateur près des chefs parlent	5
45269	prep_anim	45269	22635	expected	placeholder	le chirurgien en face des chefs est grand	6
45270	prep_anim	45270	22635	unexpected	placeholder	le chirurgien en face des chefs sont grands	6
45347	prep_anim	45347	22674	expected	placeholder	le consultant en face des chefs est vieux	6
45348	prep_anim	45348	22674	unexpected	placeholder	le consultant en face des chefs sont vieux	6
45807	prep_anim	45807	22904	expected	placeholder	le directeur près des parents retourne	5
45808	prep_anim	45808	22904	unexpected	placeholder	le directeur près des parents retournent	5
46319	prep_anim	46319	23160	expected	placeholder	le pilote près du garde est grand	5
46320	prep_anim	46320	23160	unexpected	placeholder	le pilote près du garde sont grands	5
46481	prep_anim	46481	23241	expected	placeholder	l auteur en face du garde est vieux	6
46482	prep_anim	46482	23241	unexpected	placeholder	l auteur en face du garde sont vieux	6
46611	prep_anim	46611	23306	expected	placeholder	le consultant en face du garde est petit	6
46612	prep_anim	46612	23306	unexpected	placeholder	le consultant en face du garde sont petits	6
47289	prep_anim	47289	23645	expected	placeholder	l officier à côté du cadre parle	6
47290	prep_anim	47290	23645	unexpected	placeholder	l officier à côté du cadre parlent	6
50315	prep_anim	50315	25158	expected	placeholder	le chirurgien en face du parent retourne	6
50316	prep_anim	50316	25158	unexpected	placeholder	le chirurgien en face du parent retournent	6
50521	subj_rel	50521	25261	expected	placeholder	les pilotes qui aiment les gardes sont petits	6
50522	subj_rel	50522	25261	unexpected	placeholder	les pilotes qui aiment les gardes est petit	6
51345	subj_rel	51345	25673	expected	placeholder	les officiers qui admirent les ministres sont vieux	6
51346	subj_rel	51346	25673	unexpected	placeholder	les officiers qui admirent les ministres est vieux	6
52051	subj_rel	52051	26026	expected	placeholder	les officiers qui évitent les cadres sont grands	6
52052	subj_rel	52052	26026	unexpected	placeholder	les officiers qui évitent les cadres est grand	6
52823	subj_rel	52823	26412	expected	placeholder	les chirurgiens qui détestent les chauffeurs de taxi déménagent	8
52824	subj_rel	52824	26412	unexpected	placeholder	les chirurgiens qui détestent les chauffeurs de taxi déménage	8
54649	subj_rel	54649	27325	expected	placeholder	les chirurgiens qui admirent les chefs sont vieux	6
54650	subj_rel	54650	27325	unexpected	placeholder	les chirurgiens qui admirent les chefs est vieux	6
55563	subj_rel	55563	27782	expected	placeholder	les pilotes qui aiment les parents sont jeunes	6
55564	subj_rel	55564	27782	unexpected	placeholder	les pilotes qui aiment les parents est jeune	6
57211	subj_rel	57211	28606	expected	placeholder	les clients qui aiment le cadre sont vieux	6
57212	subj_rel	57212	28606	unexpected	placeholder	les clients qui aiment le cadre est vieux	6
57333	subj_rel	57333	28667	expected	placeholder	les professeurs qui détestent le cadre parlent	6
57334	subj_rel	57334	28667	unexpected	placeholder	les professeurs qui détestent le cadre parle	6
57625	subj_rel	57625	28813	expected	placeholder	les clients qui évitent le cadre déménagent	6
57626	subj_rel	57626	28813	unexpected	placeholder	les clients qui évitent le cadre déménage	6
58279	subj_rel	58279	29140	expected	placeholder	les agriculteurs qui aiment le chauffeur de taxi sont jeunes	8
58280	subj_rel	58280	29140	unexpected	placeholder	les agriculteurs qui aiment le chauffeur de taxi est jeune	8
59023	subj_rel	59023	29512	expected	placeholder	les professeurs qui détestent le danseur sont grands	6
59024	subj_rel	59024	29512	unexpected	placeholder	les professeurs qui détestent le danseur est grand	6
59227	subj_rel	59227	29614	expected	placeholder	les auteurs qui évitent le danseur sont vieux	6
59228	subj_rel	59228	29614	unexpected	placeholder	les auteurs qui évitent le danseur est vieux	6
61759	subj_rel	61759	30880	expected	placeholder	le directeur qui déteste les gardes retourne	6
61760	subj_rel	61760	30880	unexpected	placeholder	le directeur qui déteste les gardes retournent	6
63817	subj_rel	63817	31909	expected	placeholder	le pilote qui évite les adjoints retourne	6
63818	subj_rel	63818	31909	unexpected	placeholder	le pilote qui évite les adjoints retournent	6
63911	subj_rel	63911	31956	expected	placeholder	le professeur qui aime les chauffeurs de taxi déménage	8
63912	subj_rel	63912	31956	unexpected	placeholder	le professeur qui aime les chauffeurs de taxi déménagent	8
64505	subj_rel	64505	32253	expected	placeholder	l officier qui aime les danseurs est vieux	6
64506	subj_rel	64506	32253	unexpected	placeholder	l officier qui aime les danseurs sont vieux	6
65663	subj_rel	65663	32832	expected	placeholder	l auteur qui déteste les chefs parle	6
65664	subj_rel	65664	32832	unexpected	placeholder	l auteur qui déteste les chefs parlent	6
65981	subj_rel	65981	32991	expected	placeholder	l agriculteur qui évite les chefs est grand	6
65982	subj_rel	65982	32991	unexpected	placeholder	l agriculteur qui évite les chefs sont grands	6
69547	subj_rel	69547	34774	expected	placeholder	l officier qui aime le chauffeur de taxi est petit	8
69548	subj_rel	69548	34774	unexpected	placeholder	l officier qui aime le chauffeur de taxi sont petits	8
72143	subj_rel	72143	36072	expected	placeholder	le chirurgien qui évite le patineur déménage	6
72144	subj_rel	72144	36072	unexpected	placeholder	le chirurgien qui évite le patineur déménagent	6
72931	obj_rel_within_anim	72931	36466	expected	placeholder	les clients que les ministres détestent déménagent	5
72932	obj_rel_within_anim	72932	36466	unexpected	placeholder	les clients que les ministres déteste déménagent	5
74357	obj_rel_within_anim	74357	37179	expected	placeholder	les sénateurs que les parents admirent parlent	5
74358	obj_rel_within_anim	74358	37179	unexpected	placeholder	les sénateurs que les parents admire parlent	5
75281	obj_rel_within_anim	75281	37641	expected	placeholder	les auteurs que les ministres aiment sont vieux	5
75282	obj_rel_within_anim	75282	37641	unexpected	placeholder	les auteurs que les ministres aime sont vieux	5
75689	obj_rel_within_anim	75689	37845	expected	placeholder	les directeurs que les architectes aiment sont vieux	5
75690	obj_rel_within_anim	75690	37845	unexpected	placeholder	les directeurs que les architectes aime sont vieux	5
77149	obj_rel_within_anim	77149	38575	expected	placeholder	les chirurgiens que les chauffeurs de taxi admirent sont jeunes	7
77150	obj_rel_within_anim	77150	38575	unexpected	placeholder	les chirurgiens que les chauffeurs de taxi admire sont jeunes	7
78919	obj_rel_within_anim	78919	39460	expected	placeholder	les sénateurs que l architecte évite déménagent	5
78920	obj_rel_within_anim	78920	39460	unexpected	placeholder	les sénateurs que l architecte évitent déménagent	5
79969	obj_rel_within_anim	79969	39985	expected	placeholder	les clients que le parent aime parlent	5
79970	obj_rel_within_anim	79970	39985	unexpected	placeholder	les clients que le parent aiment parlent	5
80355	obj_rel_within_anim	80355	40178	expected	placeholder	les sénateurs que le chauffeur de taxi déteste retournent	7
80356	obj_rel_within_anim	80356	40178	unexpected	placeholder	les sénateurs que le chauffeur de taxi détestent retournent	7
80997	obj_rel_within_anim	80997	40499	expected	placeholder	les sénateurs que le cadre admire sont vieux	5
80998	obj_rel_within_anim	80998	40499	unexpected	placeholder	les sénateurs que le cadre admirent sont vieux	5
83427	obj_rel_within_anim	83427	41714	expected	placeholder	les pilotes que le cadre déteste sont grands	5
83428	obj_rel_within_anim	83428	41714	unexpected	placeholder	les pilotes que le cadre détestent sont grands	5
85999	obj_rel_within_anim	85999	43000	expected	placeholder	le consultant que les chauffeurs de taxi évitent retourne	7
86000	obj_rel_within_anim	86000	43000	unexpected	placeholder	le consultant que les chauffeurs de taxi évite retourne	7
86261	obj_rel_within_anim	86261	43131	expected	placeholder	l agriculteur que les patineurs admirent retourne	5
86262	obj_rel_within_anim	86262	43131	unexpected	placeholder	l agriculteur que les patineurs admire retourne	5
86303	obj_rel_within_anim	86303	43152	expected	placeholder	l officier que les patineurs évitent retourne	5
86304	obj_rel_within_anim	86304	43152	unexpected	placeholder	l officier que les patineurs évite retourne	5
90209	obj_rel_within_anim	90209	45105	expected	placeholder	le client que le chef aime déménage	5
90210	obj_rel_within_anim	90210	45105	unexpected	placeholder	le client que le chef aiment déménage	5
92863	obj_rel_within_anim	92863	46432	expected	placeholder	l officier que le garde évite est petit	5
92864	obj_rel_within_anim	92864	46432	unexpected	placeholder	l officier que le garde évitent est petit	5
94023	obj_rel_within_anim	94023	47012	expected	placeholder	l agriculteur que le danseur évite est jeune	5
94024	obj_rel_within_anim	94024	47012	unexpected	placeholder	l agriculteur que le danseur évitent est jeune	5
94355	obj_rel_within_anim	94355	47178	expected	placeholder	le sénateur que le parent déteste est jeune	5
94356	obj_rel_within_anim	94356	47178	unexpected	placeholder	le sénateur que le parent détestent est jeune	5
94945	obj_rel_within_anim	94945	47473	expected	placeholder	le pilote que l architecte aime est grand	5
94946	obj_rel_within_anim	94946	47473	unexpected	placeholder	le pilote que l architecte aiment est grand	5
95193	obj_rel_within_anim	95193	47597	expected	placeholder	le consultant que le parent aime est grand	5
95194	obj_rel_within_anim	95194	47597	unexpected	placeholder	le consultant que le parent aiment est grand	5
95213	vp_coord	95213	47607	expected	placeholder	l auteur déménage et est jeune	4
95214	vp_coord	95214	47607	unexpected	placeholder	l auteur déménage et sont jeunes	4
98147	long_vp_coord	98147	49074	expected	placeholder	les pilotes écrivent dans un journal tous les jours et préfèrent jouer au tennis avec des collègues	10
98148	long_vp_coord	98148	49074	unexpected	placeholder	les pilotes écrivent dans un journal tous les jours et préfère jouer au tennis avec des collègues	10
